Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
5250	-242.879	-267.081	24.2023	0.560192	19.8612	0.0767771	0.0173993	0.103252	0.0190841	0.0296734	0.0114797	0.00474491	0.0114666	0.0271449	0.00724085	0.0163279	0.00973286	0.068776	0.00305647	0.0211098	0.000919916	0.0629467	0.346522	0.0685192	0.0204563	0.194637	0.0425415	0.0591724	0.0013949	0.00312059	0.0388899	0.0422986	0.0225943	0.0096024	0.0450159	0.289407	0.859567	2.80601	1.340881
5260	-250.397	-271.073	20.6752	1.13655	12.43854	0.155095	0.0161519	0.0362427	0.0209701	0.0270208	0.01051	0.0126289	0.00513264	0.00852876	0.0061713	0.0227734	0.0201754	0.0818263	0.0281958	0.0253996	0.000291807	0.0461881	0.106368	0.0504923	0.0139629	0.255014	0.0172227	0.0967094	0.000188617	0.00372957	0.170443	0.11968	0.0214015	0.0280538	0.163366	0.514271	1.01939	2.30297	1.406568
5270	-249.986	-268.241	18.2549	2.235131	17.13183	0.199535	0.0028741	0.0829103	0.024233	0.00802818	0.0319855	0.0385475	0.00110214	0.0103527	0.023026	0.0216026	0.0349813	0.0436698	0.0180493	0.0438281	0.000259929	0.0227208	0.0807097	0.0887072	0.0305321	0.36882	0.0497135	0.106869	0.000436389	0.00710334	0.125054	0.0854982	0.0115536	0.0228058	0.319815	0.677894	1.0749	1.9274	1.585511
5280	-241.465	-267.832	26.3667	0.6424229	33.40798	0.151058	0.003027	0.0871608	0.0337432	0.00271414	0.0199943	0.0162123	0.000683616	0.0239857	0.0135978	0.0144058	0.01667	0.0227384	0.0108053	0.0385225	9.0895e-05	0.0230782	0.0221201	0.10242	0.0119191	0.155911	0.0455161	0.0261407	0.00215619	0.00989875	0.0907981	0.106163	0.024461	0.024232	0.0619593	0.335048	0.901509	2.70148	1.100225
5290	-230.375	-260.642	30.2668	0.5342016	23.24479	0.0882563	0.00175051	0.2935	0.0328586	0.00200075	0.0139057	0.00405875	0.00237458	0.0178497	0.0236018	0.0141299	0.00775434	0.0213485	0.00588678	0.018373	9.31641e-05	0.0261108	0.0173229	0.0326063	0.00761632	0.107575	0.0227483	0.0291225	0.00354772	0.0505951	0.0945541	0.0871318	0.0133295	0.0130665	0.0398887	0.273658	0.843643	2.84281	1.053069
5300	-237.77	-267.009	29.2389	0.8947257	27.09184	0.0190495	0.00165388	0.144792	0.0215124	0.0106552	0.00807489	0.0044291	0.0036135	0.0049587	0.0166379	0.0163308	0.00292169	0.0111434	0.0064401	0.0345233	6.74772e-05	0.023439	0.0602665	0.0288086	0.011173	0.223882	0.0559336	0.0320639	0.00374838	0.015391	0.205832	0.0374076	0.0349172	0.0240361	0.1155	0.44265	0.980103	2.46175	1.063702
5310	-234.886	-264.103	29.2174	1.791725	17.47378	0.0769244	0.00246941	0.0480371	0.0219313	0.0207091	0.0338014	0.014224	0.00306497	0.00989544	0.0297853	0.00496948	0.00433664	0.0186919	0.00680815	0.0145855	5.04811e-05	0.0192657	0.0348234	0.0383461	0.0126824	0.173802	0.0167107	0.0449666	0.0250186	0.0572466	0.126697	0.0459398	0.060851	0.0147424	0.267079	0.630866	1.06378	2.03827	0.9813763
5320	-235.922	-267.013	31.0911	1.439564	23.52164	0.0782225	0.0140419	0.0217284	0.00667657	0.00744833	0.0164341	0.0531926	0.00124659	0.00721318	0.0237399	0.0021227	0.0030391	0.019075	0.00381723	0.00907677	7.74108e-05	0.0134218	0.019849	0.0253495	0.020062	0.213894	0.0468651	0.0393253	0.0133561	0.0305692	0.0944846	0.112661	0.0641836	0.0182082	0.215834	0.578178	1.04667	2.15932	0.9793817
5330	-238.574	-268.606	30.0318	1.104805	23.58925	0.0843934	0.07646	0.0209345	0.00867849	0.0133731	0.00965601	0.0409252	0.00283396	0.00489063	0.0311998	0.00159344	0.0148647	0.0273101	0.00108443	0.0130835	0.000288311	0.0164772	0.00732045	0.0199883	0.0322311	0.15415	0.0524825	0.0187541	0.0326901	0.0408606	0.0425005	0.125698	0.127308	0.0165975	0.157378	0.506135	1.01541	2.32108	1.038628
5340	-241.811	-269.504	27.6937	1.209038	17.94953	0.0707326	0.0251353	0.0119513	0.0114443	0.0132969	0.00571108	0.0265733	0.00350744	0.0077193	0.0436792	0.00417171	0.00522121	0.0173182	0.000856923	0.0222361	0.000548199	0.0389766	0.00721904	0.03835	0.0288959	0.19218	0.0854186	0.0167896	0.0516069	0.042313	0.0542078	0.119307	0.134451	0.0309989	0.176687	0.53168	1.02753	2.2641	1.110818
5350	-249.231	-275.059	25.8283	0.9796926	16.56879	0.0699969	0.0269117	0.0183433	0.0151001	0.0270061	0.00219153	0.0408562	0.00373124	0.00502866	0.0298974	0.00429988	0.00904588	0.0258006	0.00955424	0.0796607	0.00049335	0.0330014	0.0246406	0.0250365	0.0120151	0.221094	0.0827337	0.084782	0.037259	0.0353778	0.0445965	0.0525108	0.158477	0.0269412	0.132884	0.470562	0.996552	2.4	1.206384
5360	-250.57	-266.805	16.235	1.40756	10.55403	0.0761788	0.0123788	0.075487	0.034902	0.0145128	0.00146391	0.0735043	0.00644675	0.0115797	0.0343409	0.00613311	0.0055347	0.0971522	0.0117921	0.0540294	0.000799977	0.0648003	0.0272085	0.0231215	0.0066881	0.331832	0.0607884	0.0555898	0.0334697	0.0207635	0.117203	0.0780842	0.29184	0.00941132	0.210683	0.57241	1.0445	2.17241	1.637036
5370	-250.153	-270.204	20.0506	3.01012	21.53855	0.177738	0.0368747	0.052328	0.112169	0.00710119	0.000875943	0.0180198	0.00396978	0.024413	0.0659959	0.010535	0.0045808	0.0575043	0.0333227	0.0607038	0.00319363	0.0622158	0.0253437	0.0340213	0.00577013	0.235834	0.0149431	0.0125492	0.0106434	0.0517968	0.0752569	0.0293438	0.176302	0.00571047	0.390043	0.732087	1.08257	1.7953	1.409056
5380	-253.745	-269.728	15.9829	2.361242	10.19213	0.0875922	0.0403772	0.0362458	0.131353	0.00572625	0.000495009	0.0110462	0.00827549	0.0404911	0.0496148	0.0303116	0.00177221	0.0386033	0.0130687	0.04182	0.0073761	0.127198	0.0507701	0.0136839	0.00466448	0.302804	0.0320488	0.0475963	0.00853347	0.0737387	0.123515	0.00870906	0.179912	0.0168082	0.332894	0.688645	1.07687	1.9016	1.534151
5390	-248.98	-268.115	19.1352	1.870227	17.15831	0.0365172	0.024946	0.0363529	0.0461849	0.00649764	0.00012692	0.00973046	0.00592786	0.0192415	0.0686443	0.0210176	0.00252512	0.0516178	0.0149906	0.0486633	0.0164708	0.2217	0.0425419	0.00850509	0.00596633	0.25383	0.02767	0.117182	0.00712331	0.102191	0.169363	0.0143	0.158775	0.016726	0.277276	0.640464	1.06638	2.01589	1.555329
5400	-254.999	-268.678	13.6793	2.435724	13.67533	0.0877572	0.0552092	0.197363	0.0340807	0.00371752	0.000174168	0.0210085	0.01021	0.0874904	0.14155	0.00861908	0.00905586	0.0244875	0.00820739	0.0180747	0.00818722	0.126666	0.0658383	0.00445407	0.00808909	0.255141	0.0162249	0.0494834	0.00498804	0.14382	0.0819984	0.0306644	0.349875	0.0264305	0.340277	0.69457	1.07786	1.88729	1.878865
5410	-257.815	-275.383	17.5671	1.467737	17.68048	0.122195	0.0341566	0.268873	0.0627417	0.00208168	0.000253054	0.0225759	0.0664167	0.00763469	0.112223	0.00237062	0.00218428	0.0255837	0.0092798	0.0195694	0.0279214	0.168477	0.101122	0.0105838	0.0060747	0.150161	0.00695308	0.0284097	0.0251931	0.0690477	0.0441683	0.0752983	0.151071	0.0414948	0.220295	0.583097	1.04847	2.14814	1.664114
5420	-249.215	-272.244	23.029	1.777864	18.75074	0.0591631	0.0498554	0.186271	0.0357687	0.00489162	0.00118595	0.022061	0.105956	0.0150071	0.0825296	0.00122828	0.0040438	0.0365394	0.00497225	0.0328803	0.0389407	0.0896595	0.0772519	0.0162452	0.0099118	0.111278	0.00302949	0.0590613	0.022209	0.0208291	0.0160523	0.0654838	0.153485	0.0149922	0.265235	0.629102	1.06329	2.04237	1.340783
5430	-242.423	-265.603	23.1803	0.845839	20.40057	0.210354	0.0299548	0.061507	0.0444459	0.00154727	0.00223125	0.00759701	0.0242843	0.0305612	0.0508696	0.004982	0.00497215	0.0310499	0.0245669	0.034029	0.0133886	0.0851772	0.084891	0.0162061	0.0380293	0.168163	0.000453012	0.060344	0.0371862	0.0107068	0.0264268	0.041273	0.22189	0.00723796	0.105269	0.424955	0.96889	2.50089	1.374325
5440	-243.188	-259.85	16.6625	4.521008	27.42658	0.0969637	0.013209	0.0850857	0.0168504	0.00148423	0.00200626	0.00657249	0.0210905	0.0281095	0.019908	0.0263049	0.00267029	0.0318303	0.0167202	0.0482244	0.0184342	0.0697705	0.0963818	0.0491489	0.0327528	0.236395	0.000181334	0.0406858	0.0230222	0.0142391	0.088812	0.0649111	0.228191	0.00763897	0.480879	0.791496	1.08402	1.64361	1.387594
5450	-240.117	-263.896	23.7794	2.470046	21.00566	0.0665363	0.00867918	0.0861534	0.0318518	0.00161961	0.00241411	0.00805036	0.0155691	0.0314665	0.00918932	0.0138118	0.00557857	0.0535648	0.00644404	0.0746945	0.0224805	0.0443268	0.0232037	0.0551694	0.0234385	0.204397	0.00202209	0.0480759	0.00577562	0.0312014	0.0787156	0.0876203	0.215001	0.00643272	0.343598	0.697204	1.07828	1.88092	1.263484
5460	-243.721	-267.344	23.6228	0.9443229	19.52954	0.100573	0.00637477	0.0669621	0.0538723	0.00331099	0.0252117	0.0070788	0.0534301	0.0193358	0.00394667	0.0483692	0.00333596	0.0216719	0.0120164	0.0434496	0.0152522	0.0243928	0.0457433	0.0363916	0.0496862	0.226345	0.00615591	0.0246358	0.00748665	0.0580097	0.0683416	0.0204062	0.271374	0.0288857	0.125715	0.459352	0.990125	2.42481	1.352046
5470	-240.063	-265.974	25.9115	1.870879	25.39399	0.0444258	0.00715203	0.0192134	0.0856988	0.00135555	0.0103145	0.00714468	0.0420944	0.0256695	0.00337766	0.0096617	0.00656383	0.00785616	0.0114152	0.0848949	0.0178312	0.054163	0.101828	0.0385217	0.0480663	0.184574	0.013138	0.0236097	0.0029727	0.0306397	0.0565281	0.0175954	0.17006	0.0405075	0.277358	0.640541	1.0664	2.01571	1.166874
5480	-234.089	-261.713	27.6241	1.348869	24.62402	0.0540497	0.00736356	0.055307	0.0496374	0.00148983	0.00400181	0.00347163	0.0260697	0.0127366	0.001864	0.00467692	0.00924085	0.0169186	0.0277744	0.0241983	0.0108424	0.0832393	0.0731899	0.0273976	0.0429291	0.236013	0.0288406	0.0308553	0.0073827	0.0347244	0.0911957	0.0217396	0.108253	0.029601	0.201004	0.561302	1.04016	2.19754	1.125003
5490	-236.398	-258.012	21.6131	1.681994	16.5523	0.0546099	0.00654487	0.060979	0.0212118	0.00217397	0.00280944	0.0099595	0.0267902	0.017215	0.0164964	0.00146059	0.00394084	0.0144328	0.0162246	0.0438208	0.0196097	0.059498	0.0499578	0.0843023	0.118576	0.22224	0.0101695	0.0608509	0.00272098	0.0756763	0.0796168	0.0858761	0.235765	0.0147391	0.252118	0.61629	1.05953	2.07206	1.418268
5500	-234.935	-260.603	25.6679	1.596119	19.63726	0.0960917	0.00435489	0.0717145	0.00866758	0.00749924	0.00341048	0.0063535	0.0329106	0.0219753	0.0575334	0.00142957	0.00192043	0.0066091	0.0115464	0.0579703	0.0294529	0.0166835	0.0168463	0.103946	0.0378942	0.244777	0.0358401	0.0341027	0.00219405	0.0403336	0.0659893	0.0297191	0.154895	0.011659	0.239796	0.603811	1.0556	2.10079	1.21432
5510	-245.932	-269.551	23.6193	1.270682	19.90693	0.0713931	0.00286258	0.134999	0.00354589	0.00865827	0.00935725	0.00588701	0.0485077	0.0176725	0.076574	0.00393309	0.00496429	0.0143001	0.0231185	0.0197131	0.0302996	0.0165594	0.03184	0.104394	0.0825094	0.274654	0.013116	0.0452302	0.00247143	0.0512762	0.0567096	0.0547134	0.105431	0.0195961	0.187629	0.545331	1.03354	2.2335	1.334286
5520	-242.31	-268.723	26.413	1.35696	23.90832	0.043169	0.00317783	0.142694	0.00303061	0.0180896	0.00703906	0.0135685	0.0106136	0.076045	0.053784	0.00734597	0.000765697	0.0104959	0.0430324	0.011346	0.0155135	0.0195855	0.0111317	0.0756778	0.0343989	0.105527	0.151997	0.0225399	0.00969263	0.0334825	0.0486354	0.0837718	0.103199	0.0198601	0.202356	0.562876	1.04079	2.19398	1.179209
5530	-253.703	-269.705	16.0019	3.163131	20.57374	0.125209	0.00534069	0.217358	0.00501429	0.0149724	0.0112133	0.0256915	0.00616324	0.0709252	0.102518	0.018668	0.0012434	0.00298711	0.0363411	0.0433701	0.0127732	0.0201328	0.0129889	0.0844151	0.128938	0.200123	0.0959218	0.045317	0.00822355	0.033365	0.0426514	0.0600161	0.156753	0.0206316	0.401501	0.740178	1.08321	1.77511	1.609267
5540	-244.146	-265.823	21.6764	1.307765	19.76387	0.103168	0.00335972	0.0979165	0.00184832	0.0139702	0.0135903	0.021191	0.0141225	0.0446139	0.0662075	0.0348408	0.0011915	0.00244606	0.025448	0.0585407	0.0149291	0.0553118	0.0219559	0.141471	0.0543581	0.181958	0.0671751	0.0340308	0.0103773	0.0663978	0.0776718	0.0511112	0.125523	0.0265124	0.194042	0.553083	1.03681	2.21607	1.431237
5550	-240.857	-268.641	27.7842	1.876681	27.25122	0.0574108	0.00352003	0.0867025	0.00106242	0.00754141	0.0182156	0.00716177	0.0266195	0.0313905	0.0214934	0.0232069	0.0006631	0.00379948	0.0133223	0.0330771	0.0613935	0.0396813	0.0176859	0.110838	0.0298994	0.184787	0.0706627	0.011196	0.00792249	0.0572608	0.0269977	0.0358635	0.0691846	0.021341	0.278096	0.641225	1.06657	2.01411	1.079901
5560	-251.281	-265.735	14.4541	2.730925	15.25218	0.153976	0.00362324	0.421529	0.000642569	0.0215049	0.0465374	0.00737429	0.0223803	0.0261646	0.0204724	0.0255024	0.000538599	0.0167618	0.00929059	0.0451949	0.00530825	0.00692746	0.00982437	0.126208	0.0497169	0.234463	0.0679363	0.0452692	0.0105124	0.0506318	0.0556773	0.0393361	0.254503	0.0234696	0.367312	0.715451	1.08082	1.83642	1.801278
5570	-240.629	-261.718	21.0891	1.975719	25.0026	0.155345	0.0118259	0.0846784	0.00156791	0.0131173	0.0218777	0.00232914	0.0508472	0.0284739	0.00649614	0.00914642	0.00036362	0.0115998	0.0157385	0.0355884	0.00337879	0.00133473	0.0171095	0.0588658	0.0337342	0.293216	0.0960091	0.0469534	0.00286233	0.0281789	0.104637	0.0249687	0.173367	0.0253289	0.290359	0.652407	1.06937	1.98786	1.358938
5580	-248.887	-267.236	18.3489	1.384418	13.39598	0.0821919	0.00157175	0.1597	0.00180682	0.00605226	0.0141623	0.00200122	0.0181313	0.0589247	0.0187685	0.0235949	0.000334827	0.0121912	0.0188943	0.054899	0.00221138	0.00050695	0.00987063	0.0573957	0.0373036	0.212026	0.143086	0.132221	0.00277168	0.0348007	0.159249	0.0238741	0.228243	0.0906434	0.206903	0.568114	1.04285	2.18214	1.607429
5590	-252.817	-267.968	15.1512	1.947003	23.20307	0.147012	0.00120691	0.156313	0.0241139	0.00484922	0.00566442	0.00211896	0.0179347	0.0968601	0.00566632	0.0161523	0.00355269	0.0154663	0.0228376	0.0649521	0.0157018	0.000376111	0.0153834	0.0158179	0.0740747	0.109604	0.145071	0.167128	0.00634507	0.0576693	0.103393	0.0431448	0.232968	0.0722563	0.286865	0.649257	1.06861	1.99527	1.643633
5600	-249.577	-269.754	20.1771	0.8451832	18.4448	0.150951	0.000793289	0.130367	0.0172947	0.00348749	0.0021329	0.0179519	0.0162726	0.143301	0.00991685	0.0156657	0.0114686	0.0151267	0.0149427	0.0771408	0.0657003	0.000578127	0.0583254	0.0309445	0.0985862	0.184491	0.036616	0.110524	0.00501048	0.0281148	0.0972303	0.0173838	0.159326	0.0260161	0.10513	0.424708	0.968729	2.50143	1.54566
5610	-258.848	-268.803	9.95538	1.733189	12.98716	0.190211	0.000449058	0.176462	0.0315903	0.00222798	0.00119169	0.0348898	0.0547033	0.0523337	0.041838	0.0476922	0.0119714	0.0188535	0.012066	0.08447	0.0887444	0.000137374	0.0866034	0.0661375	0.060547	0.28144	0.0377963	0.184601	0.00393167	0.0486909	0.153053	0.00687585	0.387642	0.047408	0.259204	0.623269	1.06162	2.05591	2.214557
5620	-249.427	-266.138	16.7107	1.53331	13.75655	0.118417	0.00204702	0.197885	0.0580307	0.0171648	0.00177915	0.0484683	0.0369387	0.0278444	0.00525427	0.045534	0.00596102	0.054079	0.00607694	0.0304225	0.0664695	0.000146682	0.027651	0.0431556	0.118125	0.168596	0.083654	0.035658	0.00563364	0.0584961	0.140674	0.0147992	0.272033	0.0333193	0.230423	0.594009	1.05232	2.12325	1.724313
5630	-248.469	-267.266	18.7978	2.504442	13.56423	0.165685	0.00149001	0.0665156	0.0478542	0.0104971	0.00107171	0.0222036	0.0424708	0.0685571	0.00262712	0.0700651	0.0061947	0.019299	0.00692817	0.0431753	0.0147629	0.000192922	0.0584712	0.0450197	0.0171662	0.143128	0.068034	0.0404487	0.00633968	0.0975245	0.128931	0.0074503	0.262487	0.0314368	0.346877	0.699785	1.07868	1.87466	1.496028
5640	-243.907	-263.828	19.9215	1.292552	19.97516	0.255291	0.00374858	0.0222947	0.0557783	0.00676672	0.00109987	0.0210289	0.042491	0.0536775	0.00249382	0.00856259	0.00295767	0.00900794	0.00278316	0.0464261	0.0185897	0.000181688	0.0728924	0.0363748	0.0370231	0.251049	0.0376414	0.0571473	0.00347668	0.0649497	0.0956535	0.0148407	0.281152	0.0126576	0.191426	0.549942	1.0355	2.22313	1.518038
5650	-241.171	-265.533	24.362	3.555778	23.27949	0.128844	0.00151979	0.148369	0.0220744	0.0162335	0.00090248	0.0119681	0.0382716	0.0360749	0.00168085	0.0202474	0.00773008	0.037186	0.00495404	0.0157833	0.0155916	0.000254422	0.0628973	0.0603989	0.0297983	0.127491	0.0353128	0.0214867	0.00355074	0.0778017	0.0480215	0.00748399	0.170096	0.0248862	0.428159	0.758296	1.08416	1.72939	1.176911
5660	-243.81	-266.282	22.4715	2.668049	18.70141	0.0911091	0.00100718	0.0674464	0.00743046	0.012198	0.001706	0.0101708	0.0554398	0.0641309	0.00233877	0.00679037	0.00746603	0.0385262	0.0170695	0.0129714	0.0329305	6.99924e-05	0.0467718	0.0713056	0.0613568	0.213146	0.0307196	0.0461258	0.00422976	0.134991	0.059733	0.0114896	0.182142	0.0321603	0.361831	0.711318	1.0803	1.84655	1.322972
5670	-239.242	-262.026	22.7835	0.766847	14.51085	0.0468658	0.000374514	0.132748	0.0118572	0.00670302	0.00221321	0.00620842	0.0317262	0.038424	0.00417787	0.0109041	0.00607826	0.0498795	0.0249414	0.0481164	0.0221231	9.53556e-05	0.106426	0.0577558	0.0856622	0.227741	0.0842247	0.0478755	0.00769053	0.0383024	0.0972962	0.00375964	0.159141	0.00597201	0.0884873	0.393436	0.947328	2.57075	1.365282
5680	-248.713	-265.389	16.6766	2.206234	17.43091	0.0446695	0.00162846	0.150811	0.0402794	0.00954888	0.00986945	0.00824573	0.188003	0.0142426	0.0110852	0.0084412	0.0154222	0.0313011	0.0512258	0.0650519	0.0314641	0.000241234	0.0963786	0.0726621	0.0441066	0.304419	0.0916093	0.0250396	0.00863438	0.0509816	0.0851029	0.00907624	0.204079	0.00225261	0.31671	0.675293	1.07439	1.93361	1.675873
5690	-248.207	-270.104	21.8965	2.079195	16.85993	0.0492288	0.00181384	0.104638	0.0263894	0.0236825	0.00762614	0.0345781	0.0543154	0.00922156	0.0105052	0.0106608	0.0188743	0.0399778	0.0339422	0.0202661	0.0512192	0.000531442	0.0858193	0.0193547	0.120612	0.25932	0.0706696	0.010459	0.00607314	0.0402286	0.0640451	0.0159031	0.189423	0.000671973	0.302549	0.663179	1.07185	1.96242	1.38005
5700	-251.994	-268.369	16.3741	3.373086	21.38921	0.104063	0.00260415	0.125021	0.0626163	0.0442187	0.0193626	0.0373763	0.0281236	0.0207553	0.00985385	0.00824234	0.0253172	0.0194568	0.0400582	0.0295841	0.0410493	0.000326163	0.0604421	0.0947366	0.195606	0.151508	0.123936	0.00807345	0.00812473	0.0519021	0.0422328	0.0150737	0.193308	0.00279785	0.416213	0.750295	1.08383	1.74967	1.565771
5710	-249.873	-269.306	19.433	3.713841	19.30844	0.111446	0.00139572	0.0938388	0.0114952	0.0207121	0.0173409	0.0076477	0.0166243	0.0621736	0.0134615	0.00275253	0.0292691	0.0229954	0.0295543	0.0297497	0.0566013	0.000168908	0.0317813	0.0566414	0.1319	0.348808	0.0713216	0.0171458	0.0504643	0.0456893	0.047059	0.0130183	0.0821006	0.00311873	0.437916	0.764693	1.08433	1.71307	1.426275
5720	-255.162	-272.426	17.2638	2.371668	14.41476	0.110903	0.000646399	0.177196	0.0108915	0.0120959	0.016218	0.00563335	0.0451524	0.0325758	0.0171183	0.00280426	0.0299923	0.0309517	0.0394663	0.0455801	0.0646395	0.000178589	0.0444808	0.0509741	0.0493194	0.409665	0.132233	0.0325152	0.0569417	0.0251865	0.107371	0.0328199	0.0449246	0.00546485	0.333942	0.689492	1.07701	1.89955	1.633939
5730	-247.195	-267.928	20.7334	0.407403	19.49704	0.122483	0.000992576	0.1391	0.0204429	0.0302508	0.029161	0.00424405	0.0864287	0.0541395	0.00225671	0.0110907	0.007941	0.0188484	0.0225994	0.0405054	0.180582	0.000274585	0.0835679	0.0400915	0.0695067	0.231842	0.0637626	0.00652387	0.0102384	0.0866628	0.0421549	0.0663302	0.0493286	0.00653994	0.0177968	0.187264	0.739169	3.05577	1.52789
5740	-246.251	-265.431	19.1798	4.344611	16.91709	0.120298	0.00488537	0.093067	0.0261683	0.0290013	0.0177319	0.00360582	0.0552306	0.123851	0.000381998	0.0173499	0.0108147	0.0191147	0.00914061	0.0535923	0.113107	0.000340045	0.0269857	0.0312751	0.11637	0.212689	0.0586008	0.00893574	0.0188974	0.0535245	0.0582459	0.0689984	0.0428573	0.01213	0.472347	0.786342	1.08421	1.6571	1.40719
5750	-247.651	-274.995	27.3436	1.257278	21.04053	0.072614	0.00476832	0.0429877	0.0388156	0.0254039	0.0231461	0.0021473	0.0427209	0.0600836	0.000714924	0.00297149	0.0137501	0.0234179	0.0111703	0.0249199	0.178546	0.000571787	0.0145883	0.0447646	0.0576055	0.163442	0.00850014	0.00776348	0.0402822	0.108215	0.0438432	0.0517946	0.0246796	0.0173586	0.185279	0.542447	1.0323	2.23997	1.151587
5760	-263.52	-281.38	17.8606	0.540409	20.91733	0.0888851	0.00648683	0.10745	0.106137	0.0837435	0.0769683	0.00394667	0.106915	0.0753143	0.00138406	0.000403804	0.0117854	0.0341796	0.0104085	0.0344114	0.336955	0.000972976	0.0471873	0.0286544	0.053794	0.18367	0.00996229	0.00617159	0.0239901	0.0795894	0.0331115	0.0438781	0.0202864	0.0223929	0.0411001	0.27748	0.847581	2.83384	1.639036
5770	-259.402	-279.167	19.7652	0.5140483	16.93112	0.184729	0.00978164	0.0504751	0.117205	0.0452945	0.0357986	0.00706168	0.0653633	0.0606215	0.000946573	0.000293016	0.0333413	0.0129221	0.010107	0.0486096	0.195353	0.00329157	0.0615168	0.0701245	0.0985868	0.184587	0.0172602	0.00184662	0.00698869	0.0745811	0.0676263	0.0878836	0.02941	0.0173344	0.0360202	0.260988	0.830227	2.87276	1.598942
5780	-254.401	-268.794	14.3928	0.9405776	14.72333	0.150661	0.0445117	0.205379	0.0897724	0.0568996	0.0155711	0.0106691	0.106776	0.0347595	0.00148599	0.000707772	0.0208648	0.00684821	0.00490327	0.0378135	0.220427	0.00928242	0.0357146	0.141277	0.126419	0.309327	0.0240718	0.00315488	0.00752981	0.0730222	0.0672305	0.082789	0.017122	0.0244269	0.12495	0.458132	0.989411	2.42751	1.929417
5790	-263.716	-274.497	10.7813	0.7965485	9.253449	0.254984	0.0391308	0.256568	0.080503	0.0498644	0.0165064	0.00612995	0.0193078	0.0575064	0.00346194	0.00103703	0.0544337	0.00936381	0.00612226	0.025057	0.0624607	0.00800298	0.0837647	0.155269	0.229128	0.413856	0.016274	0.00179561	0.00460776	0.0635397	0.0763341	0.101858	0.0207754	0.0208334	0.0948241	0.405741	0.955994	2.54344	2.138477
5800	-256.648	-272.699	16.0514	0.9432939	16.1991	0.120025	0.056612	0.242216	0.0657052	0.0169008	0.0101596	0.0077095	0.0501325	0.0968398	0.00990392	0.000508087	0.025224	0.028149	0.00729819	0.0178267	0.0545862	0.0173407	0.0652553	0.0509599	0.246507	0.423068	0.0213929	0.00874951	0.00898217	0.0172082	0.0391559	0.0682915	0.019117	0.00805159	0.125505	0.459018	0.989929	2.42555	1.803877
5810	-253.366	-273.598	20.2318	0.8584654	18.02645	0.121226	0.0564781	0.237123	0.0392539	0.0124412	0.00773483	0.00794488	0.0260731	0.112466	0.00715995	0.00197178	0.0158975	0.0260154	0.003196	0.0214523	0.0268644	0.0242203	0.0715366	0.0856854	0.135682	0.206651	0.0123259	0.0163796	0.00758487	0.119394	0.0324816	0.0235475	0.0644623	0.0222465	0.107925	0.429649	0.971926	2.4905	1.545495
